Information Under Heading,Block,,Jawhar,Vikramgad,Wada,Junnar,Mokhada,Palghar,Sangamner,Akole,Jhadol,Aaspur,Kusalgarh,Bagidora,Talwara-Banswara,Kishanganj,Baran,Antah,Pratapgarh,Begun,Mandalgarh,Mandal,Gogunda,Kumbhalgarh,Pati,Niwali,Barwani,Rajpur,Sendhwa,Zhirniya,Pandhana,Khalwa,Bichiya,Mandla,Ghughri,Tirla,Nalcha,Dhar,Sardarpur,Kukshi,Ranapur,Jhabua,Meghnagar,Thandla,Rama,Burhar,Kotma,Sohagpur,Gohparu,Badnawar,Petlawad,Chicholi,Betul,Athner,Shahpur,Ghoda Dongri,Kundra,Jeypore,Bariguma,Kotapad,Baipariguda,Nabarangpur,Papadahandi,Kosagumda,Bandhugaon,Dasmantpur,Koraput,Lamtaput,Laxmipur,Nandapur,Narayanpatna,Potangi,Semiliguda,Sunabeda NAC,Mawai,Bijadandi,Narayanganj,Niwas,Mohgaon,Beohari,Jaisinghnagar,Bhainsdehi,Bhimpur,Multai,Amla,Prabhat Pattan,Choti Sarvan,Ghatol,Pipalkhoont,Garhi,Surgana,Trimbak,Peint,Igatpuri,Dabugam,Nandahandi,Tentulikhunti,Jharigam,Umerkote,Boriguma
MSP Implementation,Trained Man Power,A&D- Female,0,0,0,,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,,0,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Trained Man Power,Total,14,0,0,0,17,17,12,11,29,18,7,8,7,7,7,7,40,15,15,15,10,11,9,9,4,0,8,19,20,16,31,12,11,13,13,37,24,8,10,7,11,8,13,5,5,5,20,,19,25,15,15,11,20,6,6,5,6,6,10,9,9,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Trained Man Power,SRC-Male,5,4,4,0,5,2,8,10,7,6,4,3,5,5,1,2,6,4,7,7,4,3,4,4,5,0,6,5,1,1,6,7,4,3,6,4,7,3,0,4,4,3,4,8,3,7,4,2,6,3,7,4,5,11,3,2,1,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Trained Man Power,SRC-Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Distribution Progress- Day wise & Cumulative,Graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Number of SRC Established,,5,4,6,0,5,3,9,10,7,6,4,3,5,5,1,2,6,4,7,7,4,3,4,4,5,0,6,5,1,1,6,7,4,3,6,4,7,3,0,4,4,3,4,8,3,7,4,2,6,3,7,4,6,6,3,2,1,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Number of SRC Operated,,4,3,5,0,5,3,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the SRC Phase,Start Date, September 2014, September 2014, September 2014, September 2014, September 2014, January 2015, September 2014, October 2014, December 2014,, December 2014,,, December 2014, February 2015, February 2015, October 2014, November 2014, November 2014, December 2014, October 2014, January 2015, September 2014, September 2014, January 2015, January 2015, October 2014, October 2014, January 2015, February 2015, January 2015, October 2014, October 2014, December 2014, December 2014, December 2014, January 2015, January 2015,, December 2014, December 2014, December 2014, December 2014, October 2015, October 2015, October 2015, October 2014, April 2014, January 2015,, October 2014, October 2014, October 2014, October 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014, December 2014,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the SRC Phase,End Date,31-Dec-15,31-Dec-15,31-Dec-15,,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Timeline of the SRC Phase,Period of Implementation-A&D Phase,16 Months,16 Months,,,,,,,13 Months,,,,,13 Months,11 Months,11 Months,,,,,,,,,,,,,,,,,,13 Months,13 Months,13 Months,12 Months,12 Months,,13 Months,13 Months,13 Months,13 Months,9 Months,9 Months,9 Months,9 Months,9 Months,12 Months,13 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Map with SRC location,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,# of Lamps Repaired,,2347,849,772,,2187,150,2397,3800,3654,2512,2879,1952,2674,1278,87,188,1466,911,1646,1173,1167,449,2083,1437,1308,0,2045,2621,235,148,1666,1976,1778,862,1835,1070,1896,1172,0,1105,2104,1430,1049,4401,1546,2117,1336,261,1986,1510,3069,1317,3523,2767,1331,611,306,136,1502,1192,1283,1659,0,0,362,0,0,0,0,0,217,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Faulty Component details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,LED,Qty,30,33,290,,0,58,102,7,96,51,21,20,26,31,11,51,34,12,8,7,9,25,26,23,20,0,36,22,9,8,9,12,21,7,30,9,8,2,0,2,38,11,13,87,17,40,2,2,48,17,32,7,32,16,15,2,3,2,19,7,5,9,0,0,3,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,LED,%,0.21,0.26,2.34,,0,0.55,0.41,0.02,0.5,0.28,0.17,0.26,0.17,0.23,0.71,0.83,0.2,0.12,0.04,0.03,0.08,0.31,0.24,0.2,0.14,0,0.23,0.16,0.44,0.27,0.06,0.06,0.19,0.11,0.19,0.08,0.04,0.02,0,0.01,0.38,0.11,0.15,0.42,0.17,0.19,0.02,0.05,0.29,0.2,0.14,0.06,0.21,0.1,0.22,0.04,0.27,0.05,0.25,0.12,0.06,0.08,0,0,0.11,0,0,0,0,0,0.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Switch,Qty,1154,316,6157,,40,1149,381,1307,318,716,995,387,707,71,2,716,485,250,329,404,313,115,885,646,601,0,593,1385,56,47,729,486,782,304,665,330,758,336,0,336,855,430,344,1588,602,576,337,89,362,889,1701,607,1998,1571,598,309,145,54,870,540,845,686,0,0,195,0,0,0,0,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Switch,%,8.029,2.527,49.681,,0.38,10.942,1.522,4.588,1.667,3.96,8.02,5.12,4.51,0.53,0.13,11.64,2.79,2.52,1.75,1.98,2.64,1.44,8.21,5.53,4.27,0,3.73,10.04,2.72,1.61,4.56,2.6,7.24,4.61,4.18,2.83,3.61,3.54,0,2.47,8.58,4.36,4.01,7.69,5.93,2.75,2.87,2.21,2.19,10.29,7.68,5.35,12.93,9.49,8.92,5.65,13.17,1.24,11.65,8.91,10.17,6.45,0,0,7.25,0,0,0,0,0,21.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Solar Panel,Qty,16,29,302,,4,44,111,52,365,430,240,147,323,201,45,430,428,113,180,175,100,69,39,22,33,0,29,48,2,2,187,215,101,82,117,29,51,82,0,82,63,107,60,85,19,41,34,6,30,25,44,11,25,36,265,113,35,100,250,181,274,217,0,0,137,0,0,0,0,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Solar Panel,%,0.111,0.232,2.437,,0.038,0.419,0.444,0.183,1.914,2.38,1.94,1.94,2.06,1.51,2.91,6.99,2.46,1.14,0.96,0.86,0.84,0.86,0.36,0.19,0.23,0,0.18,0.35,0.1,0.07,1.17,1.15,0.94,1.24,0.74,0.25,0.24,0.86,0,0.6,0.63,1.08,0.7,0.41,0.19,0.2,0.29,0.15,0.18,0.29,0.2,0.1,0.16,0.22,3.95,2.07,3.18,2.3,3.35,2.99,3.3,2.04,0,0,5.09,0,0,0,0,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Batteries,Qty,1095,341,5017,,87,638,361,1241,1032,976,921,505,1140,465,42,976,771,173,816,502,390,203,546,749,441,0,407,639,57,18,614,874,738,460,962,555,837,457,0,457,780,411,333,1621,695,333,286,116,680,249,587,296,648,636,678,310,183,73,880,689,589,746,0,0,229,0,0,0,0,0,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Batteries,%,7.618,2.726,40.483,,0.827,6.076,1.442,4.356,5.411,5.4,7.43,6.68,7.27,3.49,2.71,15.87,4.43,1.74,4.35,2.46,3.28,2.53,5.06,6.42,3.13,0,2.56,4.63,2.77,0.62,3.84,4.67,6.83,6.97,6.05,4.76,3.99,4.81,0,3.36,7.83,4.17,3.88,7.84,6.85,1.59,2.43,2.87,4.11,2.88,2.65,2.61,4.19,3.84,10.12,5.67,16.62,1.68,11.79,11.37,7.09,7.02,0,0,8.51,0,0,0,0,0,20.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,PCB,Qty,632,245,3434,,44,582,156,617,1117,573,516,360,694,237,22,573,431,133,67,175,122,120,484,409,171,0,440,653,46,57,218,380,225,192,442,149,204,149,0,149,363,330,234,974,403,569,459,110,820,366,785,326,718,619,290,120,76,6,171,231,160,174,0,0,40,0,0,0,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,PCB,%,4.397,1.959,27.709,,0.418,5.542,0.623,2.166,5.857,3.17,4.16,4.76,4.42,1.78,1.42,9.32,2.48,1.34,0.36,0.86,1.03,1.5,4.49,3.5,1.22,0,2.77,4.74,2.23,1.95,1.36,2.03,2.08,2.91,2.78,1.28,0.97,1.57,0,1.1,3.64,3.35,2.73,4.71,3.97,2.72,3.9,2.73,4.95,4.24,3.54,2.87,4.65,3.74,4.33,2.2,6.9,0.14,2.29,3.81,1.93,1.64,0,0,1.49,0,0,0,0,0,2.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Socket,Qty,184,22,1537,,7,322,27,413,650,493,453,141,262,479,76,493,495,255,338,483,322,172,356,299,184,0,276,578,8,14,150,111,260,102,290,105,280,46,0,46,195,122,83,499,204,21,18,0,21,77,346,115,282,322,230,146,59,112,211,180,250,240,0,0,75,0,0,0,0,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Socket,%,1.28,0.176,12.402,,0.067,3.066,0.108,1.45,3.408,2.73,3.65,1.86,1.67,3.59,4.91,8.02,2.84,2.57,1.8,2.37,2.71,2.15,3.3,2.56,1.31,0,1.74,4.19,0.39,0.48,0.94,0.59,2.41,1.55,1.82,0.9,1.33,0.48,0,0.34,1.96,1.24,0.97,2.41,2.01,0.1,0.15,0,0.13,0.89,1.56,1.01,1.83,1.95,3.43,2.67,5.36,2.57,2.83,2.97,3.01,2.26,0,0,2.79,0,0,0,0,0,14.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Red Green LED,Qty,1,9,115,,0,20,11,50,9,23,4,8,2,5,1,23,0,0,0,0,0,0,23,11,94,0,214,158,0,0,130,160,60,132,224,182,154,91,0,91,79,64,95,55,15,67,53,10,64,21,76,40,102,101,2,2,3,0,23,4,1,7,0,0,1,0,0,0,23,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Red Green LED,%,0.007,0.072,0.928,,0,0.19,0.044,0.176,0.047,0.13,0.03,0.11,0.01,0.04,0.06,0.37,0,0,0,0,0,0,0.21,0.09,0.67,0,1.35,1.15,0,0,0.81,0.86,0.56,2,1.41,1.56,0.73,0.96,0,0.67,0.79,0.65,1.11,0.27,0.15,0.32,0.45,0.25,0.39,0.24,0.34,0.35,0.66,0.61,0.03,0.04,0.27,0,0.31,0.07,0.01,0.07,0,0,0.04,0,0,0,3.65,0,0.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Load Wire,Qty,1,19,57,,0,0,11,26,153,68,21,3,12,42,2,68,14,2,4,0,11,6,17,6,20,0,28,35,0,1,36,64,37,11,73,17,13,19,0,19,36,14,18,0,0,9,0,2,18,14,70,17,52,74,4,0,0,2,11,13,6,21,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Load Wire,%,0.007,0.152,0.46,,0,0,0.044,0.091,0.802,0.38,0.17,0.04,0.08,0.31,0.13,1.11,0.08,0.02,0.02,0,0.09,0.07,0.16,0.05,0.14,0,0.18,0.25,0,0.03,0.23,0.34,0.34,0.17,0.46,0.15,0.06,0.2,0,0.14,0.36,0.14,0.21,0,0,0.04,0,0.05,0.11,0.16,0.32,0.15,0.34,0.45,0.06,0,0,0.05,0.15,0.21,0.07,0.2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP Implementation,Number of Lamps Repaired but without component replaced,,89,45,46,0,135,11,232,203,1209,,454,589,427,474,11,103,11,312,414,226,451,105,315,75,211,0,570,280,99,26,188,9,292,103,14,226,42,150,0,246,335,299,239,1333,176,,330,39,413,68,269,61,353,204,136,38,13,28,612,86,53,375,,,31,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Total,14373,12507,12393,1500,10525,10501,25028,28489,19071,18084,12400,7563,15686,13339,1549,6150,17400,9916,18770,20379,11877,8009,10781,11672,14070,312,15900,13789,2060,2920,16000,18700,10800,6600,15892,11662,21000,9500,1492,13595,9963,9865,8585,20663,10145,20940,11757,4035,16565,8638,22153,11355,15449,16554,6702,5466,1101,4351,7466,6062,8309,10629,393,183,2691,586,100,361,630,262,721,538,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Villages/ Hamlets covered,,1070,987,1533,108,623,948,541,1167,749,689,593,427,1002,217,32,135,572,292,550,609,608,364,280,481,778,28,37,328,107,388,737,1461,501,109,1014,916,422,689,174,1183,860,817,638,663,198,407,273,99,942,584,1404,501,985,995,58,59,9,30,64,88,293,104,92,49,630,66,50,169,73,119,225,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Male #,0,0,0,0,"5,639",0,0,0,10960,10767,7351,4219,8683,8160,933,3558,10110,6124,12064,12799,7420,4927,5967,6534,7944,182,9334,7856,1013,1806,8341,9673,5570,3656,9562,6363,12605,4886,1010,8596,6066,6295,5091,12248,6610,12554,6367,2264,9440,4324,11337,5737,8032,7925,3957,3206,712,2489,4840,3145,4590,5728,133,49,1253,289,0,236,320,135,465,281,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Male %,0,0,0,0,53.58,0,0,0,57.47,59.54,59.28,55.78,55.36,61.17,60.23,57.85,58.1,61.76,64.27,62.8,62.47,61.52,55.35,55.98,56.46,58.33,58.7,56.97,49.17,61.85,52.13,51.73,51.57,55.39,60.17,54.56,60.02,51.43,67.69,63.23,60.89,63.81,59.3,59.28,65.16,59.95,54.15,56.11,56.99,50.06,51.18,50.52,51.99,47.87,59.04,58.65,64.67,57.21,64.83,51.88,55.24,53.89,33.84,26.78,46.56,49.32,0,65.37,50.79,51.53,64.49,52.23,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Female #,0,0,0,0,"4,443",0,0,0,8111,7317,5049,3344,7003,5179,616,2592,7290,3792,6706,7580,4457,3080,4814,5138,6126,130,6566,5932,1047,1114,7659,9027,5230,2944,6328,5299,8395,4612,482,4999,3897,3570,3494,8415,3536,8386,5384,1771,7125,4314,10816,5618,7417,8629,2744,2259,389,1862,2626,2917,3719,4901,260,134,1438,297,100,125,310,127,256,257,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Female %,0,0,0,0,42.21,0,0,0,42.53,40.46,40.72,44.22,44.64,38.83,39.77,42.15,41.9,38.24,35.73,37.2,37.53,38.46,44.65,44.02,43.54,41.67,41.3,43.02,50.83,38.15,47.87,48.27,48.43,44.61,39.82,45.44,39.98,48.55,32.31,36.77,39.11,36.19,40.7,40.72,34.85,40.05,45.79,43.89,43.01,49.94,48.82,49.48,48.01,52.13,40.94,41.33,35.33,42.79,35.17,48.12,44.76,46.11,66.16,73.22,53.44,50.68,100,34.63,49.21,48.47,35.51,47.77,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Electrified HH,0,0,0,0,"9,487",0,0,0,13324,14688,4874,4615,8224,11980,1518,5983,17380,9878,18436,20269,7020,6960,176,425,10830,0,8024,3195,1764,674,13486,17959,2682,1807,7327,11310,17568,3136,1230,4727,4242,2417,1169,16184,8626,1553,10056,1264,4435,8012,21944,10843,14119,16242,4845,3827,971,3175,5368,5225,7168,8848,370,91,2189,570,88,298,502,126,622,505,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Electrified HH %,0,0,0,0,90.14,0,0,0,69.87,81.22,39.31,61.02,52.43,89.81,98,97.28,99.89,99.62,98.22,99.46,59.11,86.9,1.63,3.64,76.97,0,50.47,23.17,85.63,23.08,84.29,96.04,24.83,27.38,46.1,96.98,83.66,33.01,82.44,34.77,42.58,24.5,13.62,78.32,85.03,7.42,85.53,31.33,26.77,92.75,99.06,95.49,91.39,98.12,72.29,70.01,88.19,72.97,71.9,86.19,86.27,83.24,94.15,49.73,81.35,97.27,88,82.55,79.68,48.09,86.27,93.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Non-Electrified HH,0,0,0,0,595,0,0,0,5747,3396,7526,2948,7462,1357,31,167,19,38,334,110,4857,1047,10491,11240,3240,0,7876,10593,296,2095,2514,684,8118,4754,8518,352,3374,6361,262,8868,5710,7448,7416,4473,1520,19387,1701,2771,11932,626,209,512,152,311,1855,1602,130,1176,2094,837,1139,1781,23,92,502,15,12,63,128,136,99,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Non-Electrified HH %,0,0,0,0,5.65,0,0,0,30.13,18.78,60.69,38.98,47.57,10.17,2,2.72,0.11,0.38,1.78,0.54,40.89,13.07,97.31,96.3,23.03,0,49.53,76.82,14.37,71.75,15.71,3.66,75.17,72.03,53.6,3.02,16.07,66.96,17.56,65.23,57.31,75.5,86.38,21.65,14.98,92.58,14.47,68.67,72.03,7.25,0.94,4.51,0.98,1.88,27.68,29.31,11.81,27.03,28.05,13.81,13.71,16.76,5.85,50.27,18.65,2.56,12,17.45,20.32,51.91,13.73,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,No Response,0,0,0,0,0,0,0,0,0,0,,,,2,0,0,1,0,0,0,0,0,114,7,0,312,0,0,0,151,0,57,,,45,0,58,1,0,,11,0,,0,0,0,0,0,198,,0,,1178,1,1,36,0,0,4,0,0,0,0,0,0,1,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,No Response,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,1.06,0.06,0,100,0,0,0,5.17,0,0.3,0,0,0.28,0,0.28,0.01,0,0,0.11,0,0,0,0,0,0,0,1.2,0,0,0,7.63,0.01,0.01,0.66,0,0,0.05,0,0,0,0,0,0,0.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,5-10 Years,0,0,0,0,423,0,0,0,3870,2660,2166,1147,1605,2086,144,514,2159,2639,3664,3571,1622,1127,2555,1114,2306,14,2380,2047,273,236,1637,1697,1674,874,2477,1132,1646,1008,289,2216,1662,1666,1144,3972,2482,3437,1547,631,3793,887,2414,1458,1864,1616,884,938,144,556,1296,1062,1718,1952,64,2,260,38,13,0,69,11,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,5-10 Years (%),0,0,0,0,4.02,0,0,0,20.29,14.71,17.47,15.17,10.23,15.64,9.3,8.36,12.41,26.61,19.52,17.52,13.66,14.07,23.7,9.54,16.39,4.49,14.97,14.85,13.25,8.08,10.23,9.07,15.5,13.24,15.59,9.71,7.84,10.61,19.37,16.3,16.68,16.89,13.33,19.22,24.47,16.41,13.16,15.64,22.9,10.27,10.9,12.84,12.07,9.76,13.19,17.16,13.08,12.78,17.36,17.52,20.68,18.36,16.28,1.09,9.66,6.48,13,0,10.95,4.2,4.85,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,11-15 Years,0,0,0,0,"8,633",0,0,0,13240,13503,8538,4531,11040,9548,1067,4314,12318,6431,13120,13921,8636,5884,7205,8679,9415,196,11521,10723,1499,1969,11334,13645,7729,5040,10023,8102,15702,6300,1100,9604,7207,6412,5919,13734,6932,14635,8951,2979,11037,5481,15783,8061,11026,11988,4879,4404,770,3653,5583,4809,6285,8329,187,117,2393,395,87,361,223,243,521,443,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,11-15 Years  (%),0,0,0,0,82.02,0,0,0,69.42,74.67,68.85,59.91,70.38,71.58,68.88,70.15,70.79,64.85,69.9,68.31,72.71,73.47,66.83,74.36,66.92,62.82,72.46,77.76,72.77,67.43,70.84,72.97,71.56,76.36,63.07,69.47,74.77,66.32,73.73,70.64,72.34,65,68.95,66.47,68.33,69.89,76.13,73.83,66.63,63.45,71.25,70.99,71.37,72.42,72.8,80.57,69.94,83.96,74.78,79.33,75.64,78.36,47.58,63.93,88.93,67.41,87,100,35.4,92.75,72.26,82.34,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,16-20 Years,0,0,0,0,"1,025",0,0,0,1956,1920,1643,1512,3031,1701,337,1318,2903,839,1815,2882,1615,993,1013,1819,2327,94,1994,939,282,715,3008,3355,1393,647,3248,2402,3477,2169,101,1679,1084,1738,1499,2957,729,2868,1259,364,1598,2247,3949,1829,2538,2894,899,102,174,140,516,191,301,340,0,0,34,0,0,0,3,0,160,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,16-20 Years  (%),0,0,0,0,9.74,0,0,0,10.26,10.62,13.25,19.99,19.32,12.75,21.76,21.43,16.68,8.46,9.67,14.14,13.6,12.4,9.4,15.58,16.54,30.13,12.54,6.81,13.69,24.49,18.8,17.94,12.9,9.8,20.44,20.6,16.56,22.83,6.77,12.35,10.88,17.62,17.46,14.31,7.19,13.7,10.71,9.02,9.65,26.01,17.83,16.11,16.43,17.48,13.41,1.87,15.8,3.22,6.91,3.15,3.62,3.2,0,0,1.26,0,0,0,0.48,0,22.19,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Others,0,0,0,0,1,0,0,0,5,1,53,373,10,4,1,4,20,7,171,5,4,3,8,60,22,8,5,79,6,0,21,3,4,39,144,26,175,21,2,96,10,49,23,0,3,0,0,61,137,23,7,7,21,56,39,21,13,2,71,0,5,8,142,64,4,153,0,0,335,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Others  (%),0,0,0,0,0.01,0,0,0,0.03,0.01,0.43,4.93,0.06,0.03,0.06,0.07,0.11,0.07,0.91,0.02,0.03,0.04,0.07,0.51,0.16,2.56,0.03,0.57,0.29,0,0.13,0.02,0.04,0.59,0.91,0.22,0.83,0.22,0.13,0.71,0.1,0.5,0.27,0,0.03,0,0,1.51,0.83,0.27,0.03,0.06,0.14,0.34,0.58,0.38,1.18,0.05,0.95,0,0.06,0.08,36.13,34.97,0.15,26.11,0,0,53.17,3.05,0.69,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Primary (5th) ,0,0,0,0,0,"2,273",0,0,5277,4081,2272,889,2241,2551,195,665,3461,2865,5155,4510,3618,1793,4679,3714,2758,60,3827,5993,396,462,2667,2520,2570,1993,3214,1624,4004,1010,314,3957,2159,2774,1896,4806,2668,5050,1883,757,5145,910,2868,2092,2768,2246,1324,1113,183,754,1775,1285,1907,2232,64,6,296,40,5,0,80,32,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Primary (5th) -%,0,0,0,0,0,21.65,0,0,27.67,22.57,18.32,11.75,14.29,19.12,12.59,10.81,19.89,28.89,27.46,22.13,30.46,22.39,43.4,31.82,19.6,19.23,24.07,43.46,19.22,15.82,16.67,13.48,23.8,30.2,20.22,13.93,19.07,10.63,21.05,29.11,21.67,28.12,22.09,23.26,26.3,24.12,16.02,18.76,31.06,10.53,12.95,18.42,17.92,13.57,19.76,20.36,16.62,17.33,23.77,21.2,22.95,21,16.28,3.28,11,6.83,5,0,12.7,12.21,3.88,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneficiary Details,# of Beneficiaries,Upper Primary (6th-8th),0,0,0,0,0,"5,188",0,0,8211,8267,6168,3154,6456,6040,543,2626,7307,3976,8118,9069,5134,4052,4417,5050,6201,136,7908,6258,1074,1323,8067,9111,5688,3403,6620,5163,11064,3765,731,5924,4937,4464,3850,10100,5749,9628,5680,2384,8078,3314,9475,5243,7284,7520,3084,2710,477,2220,3825,2933,4733,6014,187,113,1842,387,99,262,198,197,358,268,,,,,,,,,,,,,,,,,,,,,,,,,,
